_id,definicion,etimologia,palabra
615e77cb94ee91f2ad614054,célula característica del hueso adulto.,"(ὀστέον -ου: hueso; κύτος -εος: cavidad, célula)",osteocito
615e77cb94ee91f2ad614058,formación y desarrollo del tejido óseo.,"(ὀστέον -ου: hueso; γένος -εος: origen, nacimiento; -σις: acción)",osteogénesis
615e77cb94ee91f2ad614075,enfermedades del oído.,"(οὖς, ὠτός: oído; πάθος -ους: enfermedad; -ια: forma sustantivos)",otopatía
615e77cb94ee91f2ad614077,"consentir, condescender, permitir que se tenga o reciba.","(<em>auctorico -are</em>: autorizar < participio pasivo de <em>augeo -es -ere, auxi, auctum</em>: aumentar)",otorgar
615e77cb94ee91f2ad61409f,enfermo que recibe atención médica.,(participio presente de<em> patior -eris -eri</em>: sufrir),paciente
615e77cb94ee91f2ad6140b7,sensibilidade vibratória.,(παλαιός -ά -όν: antiguo; αἴσθησις -εως: sensación; -ια: forma sustantivos),palestesia
615e77cb94ee91f2ad6140b8,repetición continua patológica de una palabra o frase.,"(πάλιν: de nuevo; φράσις -εως: lenguaje < φράζω: explicar, decir; -ια: forma sustantivos)",palifrasia
615e77cb94ee91f2ad6140bb,recuerdo repetitivo.,(πάλιν: de nuevo; μνήμη -ης: memoria < μνάομαι: acordarse de; -σις: afección),palimnesis
615e77cb94ee91f2ad6140c9,medicamento al que se le atribuye eficacia para curar diversas enfermedades.,"(neutro de πᾶς, πᾶσα, πᾶν: todo; ἄκος, ἄκεος: medicamento)",panacea
615e77cb94ee91f2ad614101,"narración alegórica que contiene una enseñanza por comparación o semejanza; curva abierta con dos ramas y plana, simétrica respecto al eje.",(παρά: semejanza; βόλος -ου: tiro < βάλλω: lanzar),parábola
615e77cb94ee91f2ad614106,opinión contraria a la común.,"(παρά: contra; δόξα -ης: opinión, fama)",paradoja
615e77cb94ee91f2ad61411a,que se localiza al aldo del riñón.,(παρά: al lado de; νεφρός -οῦ: riñón; -ικός -ή -όν: relativo a),paranéfrico
615e77cb94ee91f2ad61415f,"dividir, distribuir.",(<em>partio -ire</em>: partir),partir
615e77cb94ee91f2ad614172,"diagnóstico médico o psicológico para calificar los síntomas que, si están presentes, aseguran que el sujeto padece un determinado trastorno.","(πάθος -ους: enfermedad, enfermedad; γνώμη -ης: facultad de conocer < γιγνώσκω: conocer < participio presente γνώμων, -ονος: juez; -ικός -ή -όν: relativo a)",patognomónico
615e77cb94ee91f2ad614195,ictericia de los recién nacidos.,"(παῖς, παιδός: niño; ἴκτερος­ου: ictericia, amarillez de piel y conjuntivas)",pedíctero
615e77cb94ee91f2ad6141a3,enfermedad causada por la falta de ciertas vitaminas y que se caracteriza por la aparición de manchas en la piel y perturbaciones digestivas y nerviosas.,"(<em>pellis -is</em>: piel, superficie; ἄγρα -ας: presa, dolor)",pelagra
615e77cb94ee91f2ad6141e2,inflamación de los tejidos que envuelven una vena.,"(περί: alrededor; φλέψ, φλεβός: vena; -ιτις: inflamación)",periflebitis
615e77cb94ee91f2ad6141f9,contracciones muculares en forma de onda que mueven hacia delante el contenido del canal alimenticio.,(περί: alrededor; στάλσις -εως: compresión ˂ στέλλω: enviar; -σις: operación),peristalsis
615e77cb94ee91f2ad614204,causar daño o menoscabo material o moral.,"(<em>per</em>: por medio de; <em>ius, iuris</em>: derecho;<em> dico -are:</em> anunciar)",perjudicar
615e77cb94ee91f2ad61420c,"que tiene extremidades rudimentarias, como algunas serpientes.","(πηρός -ά -όν: mutilado, cojo; πούς, ποδός: pie)",perópodo
615e77cb94ee91f2ad61420d,"hablar fuerte, pronunciar un discurso.","(<em>per</em>: a través; <em>oro -are</em>: rogar < <em>os, oris</em>: boca)",perorar
615e77cb94ee91f2ad614212,seguirlo a través de.,"(<em>per</em>: por medio de; <em>sequor -eris, sequi</em>: seguir)",perseguir
615e77cb94ee91f2ad614223,que contiene petróleo.,(del bajo latín <em>petroleum < petra -ae</em>: piedra < πέτρα -ας: roca; <em>oleum -i</em>: aceite de oliva; φέρω: llevar),petrolífero
615e77cb94ee91f2ad614215,"arte que enseña el modo de representar en una superficie los objetos, en la forma y disposición con que aparecen a la vista. Perspectiva caballera (<em>caballus -i</em>: caballo castrado o de trabajo < καβάλλης -ου: caballo de carga, rocín; <em>-era</em>: lugar) perspectiva en donde la proyección frontal se dibuja en su magnitud real a escala en tanto que la profundidad se desvía a 45° y sus dimensiones se reducen a la ½ o ¾ partes de la escala utilizada. Perspectiva isométrica (ἴσος -η -ον: igual; μέτρον -ου: medida; -ικός -ή -όν: relativo a) perspectiva en donde los ángulos que forman los ejes de referencia son iguales, de 120° cada uno; es la más común de las axonometrías, ya que representa al objeto con menor deformación, debido a que los planos horizontales se construyen desviados en ambos lados de la arista vertical principal a 30°, y todas las medidas se trazan a la misma escala, sin modificaciones. Perspectiva militar (<em>miles -itis</em>: soldado; <em>-aris -e</em>: propio de) perspectiva en donde las vistas horizontales se representan a una escala determinada, oblicuas con ángulos que sumen 90°, y en donde las alturas se reducen de escala a la ½ o ¾ partes de la medida utilizada.",(del latín tardío <em>perspectiva</em> [<em>ars</em>] < <em>per</em>: a través; <em>specio -is -ere</em>: mirar; <em>-iva</em>: sustantivo femenino),perspectiva
615e77cb94ee91f2ad614220,parte de la Historia Natural que trata de las rocas.,(πέτρα -ας: roca; γνῶσις -εως: conocimiento < γιγνώσκω: conocer; -ια: forma sustantivos),petrognosia
615e77cb94ee91f2ad61422b,frasco que se emplea para determinar la densidad de los cuerpos.,"(πυκνός -ή -όν: denso, espeso; μέτρον -ου: medida)",picnómetro
615e77cb94ee91f2ad614218,"obstinado, terco.",(<em>per</em>: duración; <em>tenax -acis</em>: tenaz < <em>teneo -es -ere</em>: tener),pertinaz
615e77cb94ee91f2ad614222,"líquido oleoso, de color obscuro y olor fuerte se encuentra nativo en el interior de la Tierra.",(del bajo latín <em>petroleum < petra -ae</em>: piedra < πέτρα -ας: roca; <em>oleum -i</em>: aceite de oliva),petróleo
615e77cb94ee91f2ad614217,transpiración insensible que se efectúa constantemente a través de la piel o de las membranas.,(participio pasivo de <em>perspiro -are</em><em> -avi -atum</em>: transpirar por todas partes <em>< per</em>: a través; <em>spiro -are</em>: soplar; <em>-cion</em>: llevar a cabo),perspiración
615e77cb94ee91f2ad614213,"constancia, persistencia, tenacidad.","(<em>perseverans -antis</em>: constante, participio presente de <em>persevero -are</em>: persistir < <em>per</em>: duración; <em>severus -a -um</em>: serio, grave; <em>-ia -iae</em>:<em> </em>sustantivo femenino)",perseverancia
615e77cb94ee91f2ad61422c,degeneración celular por condensación del protoplasma.,(πυκνός -ή -όν: denso; -σις: acción),pícnosis
615e77cb94ee91f2ad61423b,"gemelos unidos, dos fetos completamente formados, unidos a nivel sacro de forma que están situados espalda con espalda.",(πυγή -ῆς: nalga; πάγος -ου: unido ˂ πήγνυμι: estar fijo),pigopago
615e77cb94ee91f2ad614241,cubierto de pelo.,"(<em>pilus -i</em>: cabello, pelo; <em>-oso</em>: abundancia)",piloso
615e77cb94ee91f2ad61424e,"<em>por la forma del fuego cuando arde;</em> cuerpo que tiene por base un polígono cualquiera, siendo las demás caras triángulos que se juntan en un vértice común. Pirámide de energía (ἐνέργεια -ας: actividad < ἐν: lugar en; ἔργον -ου: trabajo, obra; -ια: forma sustantivos) representación gráfica de la manera en que la energía se conserva en niveles tróficos sucesivos, de máxima en los inferiores a menor en los superiores.","(πυραμίς -ίδος < πῦρ, πυρός: fuego)",pirámide
615e77cb94ee91f2ad61424f,que produce fiebre. Sinónimo pirógeno.,"(πυρετός -οῦ: fiebre < πῦρ, πυρός: fuego; γένος -εος: origen, nacimiento)",piretógeno
615e77cb94ee91f2ad614265,signo zodiacal cuyo glifo señala a dos peces unidos por el centro. Su piedra es el jaspe.,(<em>piscis -is</em>: pez),piscis
615e77cb94ee91f2ad61427b,antiguo instrumento para medir el curso de los planetas.,"(πλανητέος -α -ον: se ha de extraviar, adjetivo verbal de πλανάω: extraviar; λαμβάνω: comprender, tomar)",planetolabio
615e77cb94ee91f2ad614280,manía de viajar.,"(πλάνος -ον: errante, que viaja; μανία -ας: locura)",planomanía
615e77cb94ee91f2ad614291,"proteína cúprica involucrada en la cadena de transporte de electrones, que se encuentra en la mayoría de las plantas.","(πλαστός -ή -όν: fabricado, adjetivo verbal de πλάσσ[ττ]ω: restaurar; κύανος -ου: azul; -<em>ina</em>: sustancia química)",plastocianina
615e77cb94ee91f2ad61429e,"digno de aplauso o alabanza; admisible, justificado.",(<em>plausibilis -e</em>: digno de aplauso < <em>plaudo -is -ere</em>: aplaudir; <em>-bilis -e</em>: capacidad),plausible
615e77cb94ee91f2ad6142a7,de un gen que es responsable de efectos fenotípicos o caracteres distintos y no relacionados.,"(πλείων -ον: más numeroso, comparativo de ὀλίγος -η -ον: poco; τρόπος -ου: vuelta, mutación < τρέπω: volver; -ικός -ή -όν: relativo a)",pleiotrópico
615e77cb94ee91f2ad6142b0,enfermedad que consiste en la inflamación de la pleura o membranas que recubren la región pulmonar.,"(πλευρά -ᾶς: costado, flanco, costilla; ­σια: forma sustantivos ˂ -σις: acción, -ια: forma sustantivos)",pleuresía
615e77cb94ee91f2ad6142cd,"eritrocito deformado y mayor que el que se observa en algunas anemias, como en la <em>anemia perniciosa</em>.","(ποικίλος -η -ον: de varios colores, abigarrado; κύτος -εος: cavidad, célula)",poiquilocito
615e77cb94ee91f2ad6142d1,deposiciones anormales frecuentes.,(πολλάκις: muchas veces; κόπρος -ου: excremento; -σις: afección),polacicoprosis
615e77cb94ee91f2ad6142e8,que ofrece varias caras o aspectos.,"(πολύς, πολλή, πολύ: mucho; <em>facies -ei</em>: cara; -τος -η -ον: forma adjetivos; -ικός -ή -όν: relativo a)",polifacético
615e77cb94ee91f2ad6142fa,que puede tener varias formas.,"(πολύς, πολλή, πολύ: mucho; μορφή -ῆς: forma)",polimorfo
615e77cb94ee91f2ad614318,que está dispuesto en varias filas o series.,"(πολύς, πολλή, πολύ: mucho; στίχος -ου: fila, serie)",polístico
615e77cb94ee91f2ad61431b,quien afirma la existencia de muchos dioses dioses.,"(πολύς, πολλή, πολύ: mucho; θεός -οῦ: dios; -ιστής: ocupación)",politeista
615e77cb94ee91f2ad614325,dar carácter popular a una cosa; hacerla popular.,(<em>popularis -e</em> < <em>populus -i</em>: pueblo; -<em>aris -e</em>: propio de; -<em>izar </em>< -ίζειν: acción frecuente),popularizar
615e77cb94ee91f2ad61432e,presencia de porfirinas en la orina que le dan un color rojizo característico.,(πορφύρα -ας: púrpura; -<em>ina</em>: sustancia química; οὖρον -ου: orina; -ια: forma sustantivos),porfirinuria
615e77cb94ee91f2ad614347,situado detrás y encima o en las partes posterior y superior de un órgano.,"(<em>posterior -oris</em>: de más atrás,<em> </em>compatativo de<em> </em><em>posterus -a -um</em>: que está detrás < <em>post</em>: atrás;<em> superior -ius</em>: más alto < <em>super</em>: sobre <em>o </em>grado sumo)",posterosuperior
615e77cb94ee91f2ad614348,seis primeras semanas después del parto,"(<em>post</em>: después; participio pasivo de <em>pario -is -ere, peperi, partum</em>: parir)",postparto
615e77cb94ee91f2ad61435d,"prevenir un riesgo, para evitarlo.",(<em>prae</em>: adelante; <em>caveo -es -ere</em>: guardarse),precaver
615e77cb94ee91f2ad614369,ciencia que estudia la historia del hombre anterior a documentos orales o escritos.,"(<em>prae</em>: antes; ἱστορία -ας: narración, investigación)",prehistoria
615e77cb94ee91f2ad61436b,juzgar antes de tiempo o sin conocer cabalmente lo que se juzga.,"(<em>prae</em>: antes; <em>ius, iuris</em>: derecho; <em>dico -are:</em> anunciar)",prejuzgar
615e77cb94ee91f2ad61436e,"composición musical que precede a la ejecución de otra obra; obertura, sinfonía prólogo, introducción.",(<em>prae</em>: antes; <em>ludus -i</em>: juego; -<em>io</em>: efecto),preludio
615e77cb94ee91f2ad614377,"lugar de los presbíteros, junto al altar mayor.",(πρέσβυς -εως: anciano; -τήριον: lugar),presbiterio
615e77cb94ee91f2ad61437e,ágil de dedos y manos.,"(<em>praestus -a -um</em>: pronto, veloz; <em>digitus -i</em>: dedo; -<em>or</em>: ocupación)",prestidigitador
615e77cb94ee91f2ad61438e,"principal o primero en orden o grado; primitivo, poco civilizado.",(<em>primarius -a -um</em>: primero < <em>primus -a -um</em>: primero),primario
615e77cb94ee91f2ad6143aa,examen visual del intestino recto por vía rectal. También proctoscopia.,"(πρωκτός -οῦ: ano, recto; σκοπέω: observar; -ια: forma sustantivos)",proctoscopía
615e77cb94ee91f2ad6143de,relación entre cosas respecto de su tamaño o cantidad comparada.,(<em>pro portione < pro</em>: para; <em>portio -onis</em>: pedazo),proporción
615e77cb94ee91f2ad6143ea,adivinación del carácter por los rasgos de la cara.,"(πρός: proximidad; ὤψ, ὠπός: cara; λῆψις -εως: percepción < λαμβάνω: comprender, tomar; -ια: forma sustantivos)",prosopolepsia
615e77cb94ee91f2ad614228,"pájaro americano, de pico largo y delgado y alas capaces de batir muy rápidamente y que se alimenta de artrópodos y del néctar de las flores, colibrí, pájaro mosca.","(<em>pico -are</em>: picar; <em>flos, floris</em>: flor)",picaflor
615e77cb94ee91f2ad614232,que tiene la bilis negra.,(πικρός -ά -όν: amargo; χολή -ῆς: bilis),picrócolo
615e77cb94ee91f2ad614233,sabor amargo.,"(πικρός -ά -όν: amargo; γεύω: saborear; ­σια: forma sustantivos ˂ -σις: acción, -ια: forma sustantivos)",picrogeusia
615e77cb94ee91f2ad61423f,dilatación de la vena porta.,"(πύλη -ης: puerta; φλέψ, φλεβός: vena; ἐκ: separación; τάσσ[ττ]ω: ordenar; -ια: forma sustantivos)",piloflebectasia
615e77cb94ee91f2ad61424a,que produce pus; se aplica a bacterias o procesos patológicos.,"(πύον -ου: pus; γένος -εος: origen, nacimiento)",piógeno
615e77cb94ee91f2ad614256,temor morboso al fuego.,"(πῦρ, πυρός: fuego; φόβος -ου: miedo; -ια: forma sustantivos)",pirofobia
615e77cb94ee91f2ad61426e,presencia de pus en la orina.,(πύον -ου: pus; οὖρον -ου: orina; -ια: forma sustantivos),piuria
615e77cb94ee91f2ad614289,"célula plasmática, responsable de la secreción de anticuerpos, p ej: leucocitos.","(πλάσμα -ατος: invención < πλάσσ[ττ]ω: restaurar; -μα: resultado; κύτος -εος: cavidad, célula)",plasmocito
615e77cb94ee91f2ad6142a2,"propio de la plebe o relativo a ella; persona que no es noble ni hidalgo; ordinario, grosero, soez.","(<em>plebeius -a -um</em>: ordinario <em>< plebs, plebis</em>: pueblo)",plebeyo
615e77cb94ee91f2ad6142c1,"bebida medicinal, en general de sabor desagradable.",(aféresis de ἀπόζέμα -ατος: cocimiento < ἀπό: por medio de; ζέω: hervir; -μα: resultado),pócima
615e77cb94ee91f2ad6142df,clínica en que se curan varias enfermedades.,"(πολύς, πολλή, πολύ: mucho; κλίνω: inclinar; -ική: sustantivo femenino)",policlínica
615e77cb94ee91f2ad6142f0,"se dice de los animales que poseen varios estómagos, como los rumiantes.","(πολύς, πολλή, πολύ: mucho; γαστήρ -τρός: estómago)",poligastro
615e77cb94ee91f2ad6142f2,malformación encefálica que se caracteriza por el aumento del número de circunvoluciones.,"(πολύς, πολλή, πολύ: mucho; γῦρος -ου: giro; -ια: forma sustantivos)",poligiria
615e77cb94ee91f2ad614301,inflamación de la sustancia gris del cerebro; suele estar causada por infecciones de virus.,(πολιός -ά -όν: gris; ἐν: lugar en; κεφαλή -ῆς: cabeza; -ιτις: inflamación),polioencefalitis
615e77cb94ee91f2ad61430e,desarrollo de varios pólipos en un órgano o zona del cuerpo.,"(πολύς, πολλή, πολύ: mucho; πούς, ποδός: pie; -σις: afección)",poliposis
615e77cb94ee91f2ad61430f,calidad de poseer más de dos manos.,"(πολύς, πολλή, πολύ: mucho; χείρ, χειρός: mano; -ια: forma sustantivos)",poliquiria
615e77cb94ee91f2ad614324,aceptación y fama que alguien tiene por parte del pueblo.,(<em>popularitas -atis</em> < <em>popularis -e</em> < <em>populus -i</em>: pueblo; -<em>aris -e</em>: propio de; <em>-itas -itatis</em>: característica),popularidad
615e77cb94ee91f2ad61433d,"persona autorizada para hablar y representar a un grupo, partido, etc.","(<em>porto -are</em>: portar; <em>vox, vocis</em>: sonido, voz)",portavoz
615e77cb94ee91f2ad61434e,relativo a las aguas dulces en general y particularmente a las aguas corrientes.,(ποταμός -οῦ: río; -ικός -ή -όν: cualidad),potámico
615e77cb94ee91f2ad614350,descripción científica de ríos y cuencas.,(ποταμός -οῦ: río; γράφω: escribir; -ια: forma sustantivos),potamografía
615e77cb94ee91f2ad614388,"preparar, disponer; precaver, evitar; advertir, avisar.",(<em>prae</em>: adelante; <em>venio -ire</em>: venir),prevenir
615e77cb94ee91f2ad614389,"ver con anticipación; ver o saber de antemano, conjeturarlo que ha de suceder.",(<em>prae</em>: adelante; <em>video -es -ere</em>: ver),prever
615e77cb94ee91f2ad6143b1,estado proviral de un bacteriófago presente en el cromosoma que ingresa en un ciclo lítico para mantener su especie.,(πρό: hacia adelante; φαγέω: comer),prófago
615e77cb94ee91f2ad6143b7,el que predice o anuncia sucesos futuros.,(προφήτης -ου: el que interpreta la voluntad de un dios < πρό: antes; φημί: hablar),profeta
615e77cb94ee91f2ad6143d3,"dar impulso a una cosa, procurando su logro.",(<em>pro</em>: adelante; <em>moveo -es -ere</em>: mover),promover
615e77cb94ee91f2ad6143f7,el primero de la asamblea. Nombre de un célebre sofista griego.,(πρῶτος -η -ον: primero; ἀγορά­ᾶς: asamblea),Protágoras
615e77cb94ee91f2ad61422f,"ácido obtenido por la acción del ácido nítrico sobre el añil, el acíbar, etc.",(πικρός -ά -όν: amargo; -ικός -ή -όν: relativo a),pícrico
615e77cb94ee91f2ad614230,sustancia amarga que se extrae de la digital.,(πικρός -ά -όν: amargo; -<em>ina</em>: sustancia química),picrina
615e77cb94ee91f2ad614250,"fiebre esencial, no sintomática.","(πῦρ, πυρός: fuego; ἕξις -εως: estado, hábito; -ια: forma sustantivos)",pirexia
615e77cb94ee91f2ad614254,que se vuelve transparente al fuego.,"(πῦρ, πυρός: fuego; φαίνω: mostrar, brillar)",pirófano
615e77cb94ee91f2ad614268,"según la teoría darvinista, es el ser intermedio entre el mono y el hombre.",(πίθηκος -ου: mono; ἄνθρωπος -ου: hombre),pitecántropo
615e77cb94ee91f2ad614269,orangután.,(πίθηκος -ου: mono),piteco
615e77cb94ee91f2ad614277,perteneciente o relativo a los planetas.,"(πλανητέος-α-ον: se ha de extraviar, adjetivo verbal de πλανάω: extraviar; <em>-ario</em>: relación)",planetario
615e77cb94ee91f2ad61427c,que se cría en el llano.,"(<em>planus -a -um</em>: llano; <em>colo -is -ere</em>: cultivar, criar)",planícola
615e77cb94ee91f2ad6142a3,ley establecida por la plebe de Roma; consulta al voto popular.,"(<em>plebs, plebis</em>: pueblo; <em>scitum -i</em>: decreto)",plebiscito
615e77cb94ee91f2ad6142a6,"poner una parte de un objeto flexible sobre otra del mismo objeto, hacer pliegues.","(<em>plico -are</em>: doblar, plegar < πλέκω: trenzar, construir)",plegar
615e77cb94ee91f2ad6142af,cada una de las membranas serosas de los pulmones.,"(πλευρά -ᾶς: costado, flanco, costilla)",pleura
615e77cb94ee91f2ad6142bd,teoría geológica que atribuye la formación de la corteza terrestre a la acción del fuego interior o de los volcanes. Sinónimo vulcanismo.,"(πλοῦτος -ου: riqueza < Πλούτων -ονος: Plutón, dios de la riqueza y del inframundo; -ισμός: doctrina)",plutonismo
615e77cb94ee91f2ad6142cf,"organismos variantes en su contenido hídrico y previenen desecarse: hongos, algas, briófitos o anfibios.","(ποικίλος -η -ον: de varios colores, abigarrado; ὗδωρ, ὕδρατος: agua; -ικός -ή -όν: relativo a)",poiquilohídrico
615e77cb94ee91f2ad6142d2,tendencia al sueño.,(πολλάκις: muchas veces; ὕπνος -ου: sueño; -ια: forma sustantivos),polacipnia
615e77cb94ee91f2ad6142ff,reacción alérgica al polen.,(<em>pollen -inis</em>: harina; νόσος -ου: enfermedad; -σις: afección),polinosis
615e77cb94ee91f2ad614308,cadena molecular de aminoácidos unidos mediante enlaces de péptidos.,"(πολύς, πολλή, πολύ: mucho; πεπτός -ή -όν: digerido, adjetivo verbal de πέσσ[ττ]ω: cocer, digerir; <em>-ido</em>: derivado de)",polipéptido
615e77cb94ee91f2ad614322,lo más bajo del pueblo.,(<em>populus -i</em>: pueblo; <em>-acho</em>: despectivo),populacho
615e77cb94ee91f2ad614330,"vía, agujero pequeño, puede referirse a la piel, al intersticio entre las partículas o moléculas que constituyen un cuerpo etc.","(πόρος -ου: paso, poro)",poro
615e77cb94ee91f2ad61433f,que viene después de la guerra.,(<em>post</em>: después; <em>bellicus -a -um</em> < <em>bellum -i</em>: guerra; -<em>icus -a -um</em>: forma adjetivos),posbélico
615e77cb94ee91f2ad614342,filosofía de Augusto Comte que defiende que el espíritu humano debe renunciar a conocer el ser mismo de las cosas y contentarse con verdades sacadas de la observación directa de los fenómenos sociales y la experiencia.,"(<em>positivus -a -um</em> < participio pasivo de <em>pono -is -ere, posivi </em>o<em> posui, positum</em>: poner; <em>-ivus -a -um</em>: forma adjetivos; ­ισμός: doctrina)",positivismo
615e77cb94ee91f2ad61434a,"lo que se sirve al final de una comida, generalmente, fruta, dulce o pastel.","(<em>postremus -a -um</em>: el último, superlativo de <em>posterus -a -um</em>: siguiente < <em>post</em>: adelante; <em>-e</em>: modo)",postre
615e77cb94ee91f2ad614364,tratar de persuadir que se cumpla con <em>ciertos principios.</em>,(<em>prae</em>: adelante; <em>dico -is -ere</em>: decir),predicar
615e77cb94ee91f2ad614370,"alistar, aprontar, disponer para un propósito específico o para un acontecimiento.",(<em>prae</em>: antes; <em>paro -are</em>: preparar),preparar
615e77cb94ee91f2ad614395,"original, del principio, primitivo, primero.","(<em>primordialis -e</em> < <em>primordium -i</em>: comienzo < <em>primus -a -um</em>: primero; <em>ordior -iris -iri</em>: urdir, tejer < <em>ordo -inis</em>: orden < -<em>alis -e</em>: referente a)",primordial
615e77cb94ee91f2ad6143a3,"llevar hacia delante una especie; engendrar, multiplicar.",(<em>pro</em>: adelante; <em>creo -are</em>: crear),procrear
615e77cb94ee91f2ad6143a4,dolor en el ano o recto.,"(πρωκτός -οῦ: ano, recto; ἄλγος -εος: dolor; -ια: forma sustantivos)",proctalgia
615e77cb94ee91f2ad6143a8,inyección de líquido por el recto.,"(πρωκτός -οῦ: ano, recto; κλύσις -εως: lavativa)",proctoclisis
615e77cb94ee91f2ad6143a9,conjunto de conocimientos y prácticas relativos al y a sus .,"(πρωκτός -οῦ: ano, recto; λόγος -ου: estudio; -ια: forma sustantivos)",proctología
615e77cb94ee91f2ad6143b8,que previene de la enfermedad.,(πρό: en favor de; φύλαξις -εως: guardián < φθλάσσ[ττ]ω: guardar; -ικός -ή -όν: relativo a),profiláctico
615e77cb94ee91f2ad6143bd,"semejante a la progesterona en la mucosa del útero, pero en dosis elevadas altera su consistencia, por lo que se usa en anticonceptivos.","(<em>pro</em>: delante de; <em>gesto -are:</em> llevar; γένος -εος: origen, nacimiento)",progestágeno
615e77cb94ee91f2ad6143dd,"poner delante, manifestar con razones una cosa para que alguien la adopte.",(<em>pro</em>: adelante; <em>pono -is -ere</em>: poner),proponer
615e77cb94ee91f2ad6143f2,extirpación quirúrgica de la próstata o parte de ella.,"(πρό: hacia adelante; στατός -ή -όν: parado, adjetivo verbal de ἵστημι: poner en pie; ἐκ: separación; τομή -ῆς: corte; -ια: forma sustantivos)",prostatectomía
615e77cb94ee91f2ad6143fc,desintegración de la proteína en los aminoácidos que la componen.,(πρῶτος -η -ον: primero; λύω: descomponer; -σις: afección),proteólisis
615e77cb94ee91f2ad6143fd,estado de una flor cuyos pistilos maduran antes que los estambres.,"(πρῶτος -η -ον: primero; γυνή, γυναικός: mujer; -ια: forma sustantivos)",proteroginia
615e77cb94ee91f2ad614403,"<em>primer cuerpo organizado de una especie</em>; célula de planta, bacteria u hongo que ha perdido total o parcialmente su pared celular.",(πρῶτος -η -ον: primero; βλαστός -οῦ: germen),protoblasto
615e77cb94ee91f2ad614404,familia de algas verdes terrestres unicelulares globulosas.,(πρῶτος -η -ον: primero; κόκκος -ου: grano; <em>-al: </em>referente a),protococal
615e77cb94ee91f2ad614231,sal carbonatada que contiene magnesia.,(πικρός -ά -όν: amargo; -ιτης: idea de piedra),picrita
615e77cb94ee91f2ad61423c,"que tiene pelos, nombre que dan los naturalistas a los mamíferos que tienen el cuerpo cubierto de pelos.","(<em>pilus -i</em>: cabello, pelo, <em>fero, fers, ferre</em>: llevar)",pilífero
615e77cb94ee91f2ad61421c,"de piedra, roca o peñasco; pedregoso, cubierto de muchas piedras.",(<em>petreus -a -um</em>: pétreo < πέτρα -ας: roca),pétreo
615e77cb94ee91f2ad614272,"asimetría de la cabeza debido a un cierre prematuro de las suturas de un lado, especialmente la coronal.",(πλάγιοςξίς -α -ον: oblicuo; κεφαλή -ῆς: cabeza; -ια: forma sustantivos),plagiocefalia
615e77cb94ee91f2ad614227,"conjunto de los dedos, cubiertos con sus uñas, de los animales de pata hendida.","(<em>pedis ungula</em>: pezuña; -<em>ula -ae</em>: forma diminutivos<em> </em><em>< pes, pedis</em>: pie; <em>unguis -is</em>: uña)",pezuña
615e77cb94ee91f2ad61423d,parecido a un pelo largo y en zigzag; en forma de pelo o cabello.,"(<em>pilus -i</em>: cabello, pelo; <em>forma -ae</em>: forma; <em>-e</em>: modo)",piliforme
615e77cb94ee91f2ad61428e,"cuerpo químico, obtenido por síntesis, de estructura macromolecular, que sirve para distintos usos; fibras, objetos de cocina, medicina, etc","(πλαστός -ή -όν: fabricado, adjetivo verbal de πλάσσ[ττ]ω: restaurar; -ικός -ή -όν: relativo a)",plástico
615e77cb94ee91f2ad614259,procedimiento para grabar o tallar superficialmente en madera por medio de una punta de platino incandescente.,"(πῦρ, πυρός: fuego; participio pasivo de <em>gravo -are -avi -atum </em><<em> gravis -e</em>: pesado)",pirogravado
615e77cb94ee91f2ad614296,se dice de todo miembro u órgano de base plana y ancha.,"(πλατύς -εῖα -ύ: ancho; <em>basis -is</em>: base < βάσις -εως: marcha, paso < βαίνω: caminar, marchar; -ικός -ή -όν: relativo a)",platibásico
615e77cb94ee91f2ad61425a,descomposición química por la acción de la temperatura o fuego.,"(πῦρ, πυρός: fuego; λύω: descomponer; -σις: afección)",pirólisis
615e77cb94ee91f2ad6142aa,aumento patológico del número de células en el líquido cefalorraquídeo.,"(πλείων -ον: más numeroso, comparativo de ὀλίγος -η -ον: poco; κύτος -εος: cavidad, célula; -σις: afección)",pleocitosis
615e77cb94ee91f2ad6142b2,en los musgos cuando los esporófitos aparecen de forma lateral sobre los caulidios de los gametófitos. Antónimo acrocárpico.,"(πλευρά -ᾶς: costado, flanco, costilla; καρπός -οῦ: fruto, muñeca; -ικός -ή -όν: relativo a)",pleurocárpico
615e77cb94ee91f2ad6142c6,célula epitelial de la cápsula de Bowman que hacen funciones de soporte semejantes a un pie.,"(πούς, ποδός: pie; κύτος -εος: cavidad, célula)",podocito
615e77cb94ee91f2ad61427d,unidad instrumento que sirve para medir áreas de figuras planas.,(<em>planus -a -um</em>: llano; μέτρον -ου: medida),planímetro
615e77cb94ee91f2ad6142c7,dolor neurálgico del talón y planta de los pies.,"(πούς, ποδός: pie; ὀδύνη -ης: dolor; -ια: forma sustantivos)",pododinia
615e77cb94ee91f2ad614287,"figurar, hacer o formar una cosa.",(πλάσμα -ατος: invención < πλάσσ[ττ]ω: restaurar; -μα: resultado; -<em>ar</em>: sufijo verbal),plasmar
615e77cb94ee91f2ad614302,inflamación de la sustancia gris de la médula espinal.,(πολιός -ά -όν: gris; μυελός -οῦ: médula; -ιτις: inflamación),poliomielitis
